class,width,height,path
basil,263,769,/media/512GB_ext/preprocesed_dataset/basil/32035_S.png
basil,186,533,/media/512GB_ext/preprocesed_dataset/basil/32037_B.png
basil,285,682,/media/512GB_ext/preprocesed_dataset/basil/32037_S.png
basil,245,963,/media/512GB_ext/preprocesed_dataset/basil/32040_S.png
basil,303,558,/media/512GB_ext/preprocesed_dataset/basil/32045_B.png
basil,264,326,/media/512GB_ext/preprocesed_dataset/basil/32049_S.png
basil,299,603,/media/512GB_ext/preprocesed_dataset/basil/32070_S.png
basil,237,313,/media/512GB_ext/preprocesed_dataset/basil/32087_S.png
basil,259,849,/media/512GB_ext/preprocesed_dataset/basil/32055_S.png
basil,264,799,/media/512GB_ext/preprocesed_dataset/basil/32114_S.png
basil,231,359,/media/512GB_ext/preprocesed_dataset/basil/32126_S.png
basil,247,312,/media/512GB_ext/preprocesed_dataset/basil/32171_S.png
basil,180,538,/media/512GB_ext/preprocesed_dataset/basil/32173_B.png
basil,291,683,/media/512GB_ext/preprocesed_dataset/basil/32173_S.png
basil,181,538,/media/512GB_ext/preprocesed_dataset/basil/32173_T.png
basil,233,319,/media/512GB_ext/preprocesed_dataset/basil/32197_S.png
basil,302,534,/media/512GB_ext/preprocesed_dataset/basil/32210_B.png
basil,255,778,/media/512GB_ext/preprocesed_dataset/basil/32211_S.png
basil,283,467,/media/512GB_ext/preprocesed_dataset/basil/32132_S.png
basil,259,349,/media/512GB_ext/preprocesed_dataset/basil/32195_S.png
basil,279,552,/media/512GB_ext/preprocesed_dataset/basil/32232_B.png
basil,253,327,/media/512GB_ext/preprocesed_dataset/basil/32232_S.png
basil,343,571,/media/512GB_ext/preprocesed_dataset/basil/32242_B.png
basil,348,573,/media/512GB_ext/preprocesed_dataset/basil/32242_T.png
basil,298,539,/media/512GB_ext/preprocesed_dataset/basil/32259_B.png
basil,249,1003,/media/512GB_ext/preprocesed_dataset/basil/32297_S.png
basil,256,314,/media/512GB_ext/preprocesed_dataset/basil/32311_S.png
basil,237,926,/media/512GB_ext/preprocesed_dataset/basil/32331_S.png
basil,232,290,/media/512GB_ext/preprocesed_dataset/basil/32332_S.png
basil,224,332,/media/512GB_ext/preprocesed_dataset/basil/32346_S.png
basil,259,343,/media/512GB_ext/preprocesed_dataset/basil/32353_S.png
basil,229,956,/media/512GB_ext/preprocesed_dataset/basil/32357_S.png
basil,241,910,/media/512GB_ext/preprocesed_dataset/basil/32368_S.png
basil,250,301,/media/512GB_ext/preprocesed_dataset/basil/32379_S.png
basil,237,1000,/media/512GB_ext/preprocesed_dataset/basil/32384_S.png
basil,294,512,/media/512GB_ext/preprocesed_dataset/basil/32400_B.png
basil,237,325,/media/512GB_ext/preprocesed_dataset/basil/32404_S.png
basil,220,788,/media/512GB_ext/preprocesed_dataset/basil/32411_S.png
basil,281,643,/media/512GB_ext/preprocesed_dataset/basil/32412_S.png
basil,222,887,/media/512GB_ext/preprocesed_dataset/basil/32436_B.png
basil,228,936,/media/512GB_ext/preprocesed_dataset/basil/32445_S.png
basil,251,359,/media/512GB_ext/preprocesed_dataset/basil/32450_S.png
basil,288,594,/media/512GB_ext/preprocesed_dataset/basil/32451_S.png
basil,273,327,/media/512GB_ext/preprocesed_dataset/basil/32459_S.png
basil,306,632,/media/512GB_ext/preprocesed_dataset/basil/32472_S.png
basil,305,672,/media/512GB_ext/preprocesed_dataset/basil/32473_S.png
basil,281,552,/media/512GB_ext/preprocesed_dataset/basil/32480_B.png
basil,239,283,/media/512GB_ext/preprocesed_dataset/basil/32487_S.png
basil,182,560,/media/512GB_ext/preprocesed_dataset/basil/32488_B.png
basil,184,564,/media/512GB_ext/preprocesed_dataset/basil/32488_T.png
basil,260,319,/media/512GB_ext/preprocesed_dataset/basil/32527_S.png
basil,284,731,/media/512GB_ext/preprocesed_dataset/basil/32545_S.png
basil,243,313,/media/512GB_ext/preprocesed_dataset/basil/32546_S.png
basil,239,303,/media/512GB_ext/preprocesed_dataset/basil/32549_S.png
basil,328,526,/media/512GB_ext/preprocesed_dataset/basil/32553_B.png
basil,293,680,/media/512GB_ext/preprocesed_dataset/basil/32553_S.png
basil,331,537,/media/512GB_ext/preprocesed_dataset/basil/32553_T.png
basil,281,651,/media/512GB_ext/preprocesed_dataset/basil/32557_S.png
basil,259,328,/media/512GB_ext/preprocesed_dataset/basil/32561_S.png
basil,286,674,/media/512GB_ext/preprocesed_dataset/basil/32576_S.png
basil,305,676,/media/512GB_ext/preprocesed_dataset/basil/32578_S.png
basil,289,712,/media/512GB_ext/preprocesed_dataset/basil/32488_S.png
basil,294,683,/media/512GB_ext/preprocesed_dataset/basil/32502_S.png
basil,260,313,/media/512GB_ext/preprocesed_dataset/basil/32509_S.png
basil,282,675,/media/512GB_ext/preprocesed_dataset/basil/32598_S.png
basil,292,734,/media/512GB_ext/preprocesed_dataset/basil/32614_S.png
basil,240,344,/media/512GB_ext/preprocesed_dataset/basil/32615_S.png
basil,251,769,/media/512GB_ext/preprocesed_dataset/basil/32616_S.png
basil,236,755,/media/512GB_ext/preprocesed_dataset/basil/32625_S.png
basil,260,312,/media/512GB_ext/preprocesed_dataset/basil/32631_S.png
basil,250,896,/media/512GB_ext/preprocesed_dataset/basil/32638_B.png
basil,284,572,/media/512GB_ext/preprocesed_dataset/basil/32665_S.png
basil,227,306,/media/512GB_ext/preprocesed_dataset/basil/32667_S.png
basil,230,308,/media/512GB_ext/preprocesed_dataset/basil/32680_S.png
basil,246,326,/media/512GB_ext/preprocesed_dataset/basil/32717_S.png
basil,230,333,/media/512GB_ext/preprocesed_dataset/basil/32720_S.png
basil,288,692,/media/512GB_ext/preprocesed_dataset/basil/32722_S.png
basil,290,694,/media/512GB_ext/preprocesed_dataset/basil/32728_S.png
basil,246,274,/media/512GB_ext/preprocesed_dataset/basil/32769_S.png
basil,300,707,/media/512GB_ext/preprocesed_dataset/basil/32771_S.png
basil,241,300,/media/512GB_ext/preprocesed_dataset/basil/32778_S.png
basil,285,592,/media/512GB_ext/preprocesed_dataset/basil/32788_B.png
basil,283,666,/media/512GB_ext/preprocesed_dataset/basil/32788_S.png
basil,289,625,/media/512GB_ext/preprocesed_dataset/basil/32790_S.png
basil,262,326,/media/512GB_ext/preprocesed_dataset/basil/32792_S.png
basil,279,588,/media/512GB_ext/preprocesed_dataset/basil/32793_B.png
basil,298,687,/media/512GB_ext/preprocesed_dataset/basil/32807_S.png
basil,260,893,/media/512GB_ext/preprocesed_dataset/basil/32810_B.png
basil,282,564,/media/512GB_ext/preprocesed_dataset/basil/32863_B.png
basil,287,698,/media/512GB_ext/preprocesed_dataset/basil/32884_S.png
basil,241,301,/media/512GB_ext/preprocesed_dataset/basil/32905_S.png
basil,252,344,/media/512GB_ext/preprocesed_dataset/basil/32916_S.png
basil,264,353,/media/512GB_ext/preprocesed_dataset/basil/32925_S.png
basil,243,329,/media/512GB_ext/preprocesed_dataset/basil/32941_S.png
basil,298,672,/media/512GB_ext/preprocesed_dataset/basil/32964_S.png
basil,302,679,/media/512GB_ext/preprocesed_dataset/basil/32969_S.png
basil,231,311,/media/512GB_ext/preprocesed_dataset/basil/32997_S.png
basil,186,512,/media/512GB_ext/preprocesed_dataset/basil/33028_B.png
basil,253,321,/media/512GB_ext/preprocesed_dataset/basil/33029_S.png
basil,282,559,/media/512GB_ext/preprocesed_dataset/basil/33032_B.png
basil,299,668,/media/512GB_ext/preprocesed_dataset/basil/33091_S.png
basil,284,660,/media/512GB_ext/preprocesed_dataset/basil/33092_S.png
basil,260,327,/media/512GB_ext/preprocesed_dataset/basil/33095_S.png
basil,279,564,/media/512GB_ext/preprocesed_dataset/basil/33106_S.png
basil,279,688,/media/512GB_ext/preprocesed_dataset/basil/33126_S.png
basil,305,603,/media/512GB_ext/preprocesed_dataset/basil/33128_S.png
basil,224,260,/media/512GB_ext/preprocesed_dataset/basil/33151_S.png
basil,229,351,/media/512GB_ext/preprocesed_dataset/basil/33161_B.png
basil,235,350,/media/512GB_ext/preprocesed_dataset/basil/33161_T.png
basil,252,349,/media/512GB_ext/preprocesed_dataset/basil/33191_S.png
basil,254,343,/media/512GB_ext/preprocesed_dataset/basil/33198_S.png
basil,229,302,/media/512GB_ext/preprocesed_dataset/basil/33212_S.png
basil,294,576,/media/512GB_ext/preprocesed_dataset/basil/33217_S.png
basil,307,515,/media/512GB_ext/preprocesed_dataset/basil/33219_B.png
basil,248,308,/media/512GB_ext/preprocesed_dataset/basil/33221_S.png
basil,298,699,/media/512GB_ext/preprocesed_dataset/basil/33124_S.png
basil,253,1030,/media/512GB_ext/preprocesed_dataset/basil/33256_S.png
basil,283,509,/media/512GB_ext/preprocesed_dataset/basil/33259_S.png
basil,348,544,/media/512GB_ext/preprocesed_dataset/basil/33261_B.png
basil,264,293,/media/512GB_ext/preprocesed_dataset/basil/33274_S.png
basil,224,305,/media/512GB_ext/preprocesed_dataset/basil/33280_S.png
basil,309,527,/media/512GB_ext/preprocesed_dataset/basil/33289_S.png
basil,286,589,/media/512GB_ext/preprocesed_dataset/basil/33318_B.png
basil,238,754,/media/512GB_ext/preprocesed_dataset/basil/33318_S.png
basil,287,594,/media/512GB_ext/preprocesed_dataset/basil/33318_T.png
basil,237,281,/media/512GB_ext/preprocesed_dataset/basil/33333_S.png
basil,313,535,/media/512GB_ext/preprocesed_dataset/basil/33339_B.png
basil,323,541,/media/512GB_ext/preprocesed_dataset/basil/33339_T.png
basil,238,1001,/media/512GB_ext/preprocesed_dataset/basil/33346_S.png
basil,309,485,/media/512GB_ext/preprocesed_dataset/basil/33250_S.png
basil,230,310,/media/512GB_ext/preprocesed_dataset/basil/33278_S.png
basil,256,289,/media/512GB_ext/preprocesed_dataset/basil/33299_S.png
basil,260,288,/media/512GB_ext/preprocesed_dataset/basil/33313_S.png
basil,233,919,/media/512GB_ext/preprocesed_dataset/basil/33372_S.png
basil,234,282,/media/512GB_ext/preprocesed_dataset/basil/33389_B.png
basil,236,284,/media/512GB_ext/preprocesed_dataset/basil/33389_T.png
basil,246,842,/media/512GB_ext/preprocesed_dataset/basil/33396_B.png
basil,284,698,/media/512GB_ext/preprocesed_dataset/basil/33407_S.png
basil,256,316,/media/512GB_ext/preprocesed_dataset/basil/33409_S.png
basil,302,531,/media/512GB_ext/preprocesed_dataset/basil/33457_S.png
basil,305,534,/media/512GB_ext/preprocesed_dataset/basil/33464_B.png
basil,307,529,/media/512GB_ext/preprocesed_dataset/basil/33464_T.png
basil,281,419,/media/512GB_ext/preprocesed_dataset/basil/33471_S.png
basil,224,357,/media/512GB_ext/preprocesed_dataset/basil/33355_S.png
basil,255,339,/media/512GB_ext/preprocesed_dataset/basil/33369_S.png
basil,287,619,/media/512GB_ext/preprocesed_dataset/basil/33439_S.png
basil,250,341,/media/512GB_ext/preprocesed_dataset/basil/33487_S.png
basil,244,934,/media/512GB_ext/preprocesed_dataset/basil/33490_S.png
basil,299,708,/media/512GB_ext/preprocesed_dataset/basil/33494_S.png
basil,288,490,/media/512GB_ext/preprocesed_dataset/basil/33501_B.png
basil,262,343,/media/512GB_ext/preprocesed_dataset/basil/33519_S.png
basil,252,1004,/media/512GB_ext/preprocesed_dataset/basil/33529_S.png
basil,300,667,/media/512GB_ext/preprocesed_dataset/basil/33549_S.png
basil,221,284,/media/512GB_ext/preprocesed_dataset/basil/33556_S.png
basil,239,299,/media/512GB_ext/preprocesed_dataset/basil/33594_S.png
basil,233,867,/media/512GB_ext/preprocesed_dataset/basil/33537_S.png
basil,308,668,/media/512GB_ext/preprocesed_dataset/basil/33605_S.png
basil,247,770,/media/512GB_ext/preprocesed_dataset/basil/33625_S.png
basil,282,628,/media/512GB_ext/preprocesed_dataset/basil/33626_S.png
basil,292,685,/media/512GB_ext/preprocesed_dataset/basil/33632_S.png
basil,225,288,/media/512GB_ext/preprocesed_dataset/basil/33650_S.png
basil,283,681,/media/512GB_ext/preprocesed_dataset/basil/33653_S.png
basil,290,711,/media/512GB_ext/preprocesed_dataset/basil/33690_S.png
basil,279,663,/media/512GB_ext/preprocesed_dataset/basil/33704_S.png
basil,283,713,/media/512GB_ext/preprocesed_dataset/basil/33717_S.png
basil,280,474,/media/512GB_ext/preprocesed_dataset/basil/33725_B.png
basil,268,335,/media/512GB_ext/preprocesed_dataset/basil/33614_S.png
basil,267,358,/media/512GB_ext/preprocesed_dataset/basil/33736_T.png
basil,233,271,/media/512GB_ext/preprocesed_dataset/basil/33757_S.png
basil,282,537,/media/512GB_ext/preprocesed_dataset/basil/33795_S.png
basil,302,698,/media/512GB_ext/preprocesed_dataset/basil/33797_S.png
basil,279,541,/media/512GB_ext/preprocesed_dataset/basil/33804_T.png
basil,254,356,/media/512GB_ext/preprocesed_dataset/basil/33817_S.png
basil,279,533,/media/512GB_ext/preprocesed_dataset/basil/33858_B.png
basil,302,696,/media/512GB_ext/preprocesed_dataset/basil/33863_S.png
basil,245,351,/media/512GB_ext/preprocesed_dataset/basil/33867_S.png
basil,258,349,/media/512GB_ext/preprocesed_dataset/basil/33879_S.png
basil,231,305,/media/512GB_ext/preprocesed_dataset/basil/33902_S.png
basil,243,295,/media/512GB_ext/preprocesed_dataset/basil/33909_S.png
basil,294,554,/media/512GB_ext/preprocesed_dataset/basil/33918_S.png
basil,312,658,/media/512GB_ext/preprocesed_dataset/basil/33937_S.png
basil,239,294,/media/512GB_ext/preprocesed_dataset/basil/33940_B.png
basil,220,301,/media/512GB_ext/preprocesed_dataset/basil/33940_S.png
basil,236,287,/media/512GB_ext/preprocesed_dataset/basil/33940_T.png
basil,259,271,/media/512GB_ext/preprocesed_dataset/basil/33941_S.png
basil,253,770,/media/512GB_ext/preprocesed_dataset/basil/33929_S.png
basil,233,319,/media/512GB_ext/preprocesed_dataset/basil/33950_S.png
basil,279,728,/media/512GB_ext/preprocesed_dataset/basil/33995_S.png
basil,297,546,/media/512GB_ext/preprocesed_dataset/basil/33996_B.png
basil,287,516,/media/512GB_ext/preprocesed_dataset/basil/33996_T.png
basil,231,334,/media/512GB_ext/preprocesed_dataset/basil/34016_S.png
basil,284,735,/media/512GB_ext/preprocesed_dataset/basil/34036_S.png
basil,244,851,/media/512GB_ext/preprocesed_dataset/basil/34043_B.png
basil,245,291,/media/512GB_ext/preprocesed_dataset/basil/34080_S.png
basil,243,314,/media/512GB_ext/preprocesed_dataset/basil/34091_S.png
basil,245,291,/media/512GB_ext/preprocesed_dataset/basil/34095_S.png
basil,280,703,/media/512GB_ext/preprocesed_dataset/basil/34117_S.png
basil,260,755,/media/512GB_ext/preprocesed_dataset/basil/34121_S.png
basil,258,319,/media/512GB_ext/preprocesed_dataset/basil/34155_S.png
basil,279,808,/media/512GB_ext/preprocesed_dataset/basil/34177_S.png
basil,293,645,/media/512GB_ext/preprocesed_dataset/basil/34201_S.png
basil,276,760,/media/512GB_ext/preprocesed_dataset/basil/34215_S.png
basil,274,754,/media/512GB_ext/preprocesed_dataset/basil/34111_S.png
basil,242,757,/media/512GB_ext/preprocesed_dataset/basil/34167_S.png
basil,239,306,/media/512GB_ext/preprocesed_dataset/basil/34232_S.png
basil,288,711,/media/512GB_ext/preprocesed_dataset/basil/34236_S.png
basil,248,344,/media/512GB_ext/preprocesed_dataset/basil/34243_S.png
basil,286,684,/media/512GB_ext/preprocesed_dataset/basil/34249_S.png
basil,281,701,/media/512GB_ext/preprocesed_dataset/basil/34262_S.png
basil,280,607,/media/512GB_ext/preprocesed_dataset/basil/34267_S.png
basil,244,299,/media/512GB_ext/preprocesed_dataset/basil/34323_S.png
